OE0013,Stno,XStno,Chipno1,Chipno2,Chipno3,Chipno4,Chipno5,Chipno6,Database Id,Surname,First name,YB,S,Block1,Block2,Block3,Block4,Block5,Block6,E1,E2,E3,E4,E5,E6,nc1,Start1,Finish1,Time1,Classifier1,Credit -1,Penalty +1,Comment1,nc2,Start2,Finish2,Time2,Classifier2,Credit -2,Penalty +2,Comment2,nc3,Start3,Finish3,Time3,Classifier3,Credit -3,Penalty +3,Comment3,nc4,Start4,Finish4,Time4,Classifier4,Credit -4,Penalty +4,Comment4,nc5,Start5,Finish5,Time5,Classifier5,Credit -5,Penalty +5,Comment5,nc6,Start6,Finish6,Time6,Classifier6,Credit -6,Penalty +6,Comment6,Club no.,Cl.name,City,Nat,Location,Region,Cl. no.,Short,Long,Entry cl. No,Entry class (short),Entry class (long),Rank,Ranking points,Num1,Num2,Num3,Text1,Text2,Text3,Addr. surname,Addr. first name,Street,Line2,Zip,Addr. city,Phone,Mobile,Fax,EMail,Rented,Start fee,Paid,Team,Place1,Place2,Place3,Place4,Place5,Place6,Total,Place
,194,,2092189,2092189,,,,,194,Doe_194,Damien,2000,M,,,,,,,X,X,0,0,0,0,0,11:28:09,13:01:44,1:33:35,0,,,,0,10:32:10,12:08:01,1:35:51,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,920,,,,,,11,ISJVM,ISJVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:09:26,26
,289,,2054187,2054187,,,,,289,Doe_289,Tyler,2000,M,,,,,,,X,X,0,0,0,0,0,12:56:08,14:47:32,1:51:24,0,,,,0,9:04:12,10:23:10,1:18:58,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,924,,,,,,11,ISJVM,ISJVM,,,,,,,,,,,,,,,,,,,,,,X,0,0,,,,,,,,3:10:22,27
,25,,2068330,2068330,,,,,25,Doe_25,Anthony,1997,M,,,,,,,X,X,0,0,0,0,0,13:00:14,15:10:26,2:10:12,0,,,,0,9:00:13,10:04:30,1:04:17,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,773,,,,,,11,ISJVM,ISJVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:14:29,28
,44,,2051217,2051217,,,,,44,Doe_44,Jacob,1999,M,,,,,,,X,X,0,0,0,0,0,10:44:10,12:09:35,1:25:25,0,,,,0,11:16:11,13:05:48,1:49:37,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,770,,,,,,11,ISJVM,ISJVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:15:02,29
,72,,2037961,2037961,,,,,72,Doe_72,Jeffrey,2000,M,,,,,,,X,X,0,0,0,0,0,11:14:10,12:32:17,1:18:07,0,,,,0,10:46:11,12:50:25,2:04:14,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,769,,,,,,11,ISJVM,ISJVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:22:21,30
,62,,2041664,2041664,,,,,62,Doe_62,Matthew,2000,M,,,,,,,X,X,0,0,0,0,0,10:30:11,12:10:55,1:40:44,0,,,,0,11:30:13,13:12:27,1:42:14,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,751,,,,,,11,ISJVM,ISJVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:22:58,31
,150,,2092350,2092350,,,,,150,Doe_150,Johnson,1997,M,,,,,,,X,X,0,0,0,0,0,11:30:11,12:59:48,1:29:37,0,,,,0,10:30:09,12:23:31,1:53:22,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,792,,,,,,11,ISJVM,ISJVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:22:59,32
,19,,2046713,2046713,,,,,19,Doe_19,Domanique,1998,M,,,,,,,X,X,0,0,0,0,0,11:00:13,13:12:11,2:11:58,0,,,,0,11:00:11,12:13:19,1:13:08,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,753,,,,,,11,ISJVM,ISJVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:25:06,33
,96,,2054168,2054168,,,,,96,Doe_96,Kevon,2003,M,,,,,,,X,X,0,0,0,0,0,11:40:07,13:36:22,1:56:15,0,,,,0,10:20:10,11:53:56,1:33:46,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,729,,,,,,11,ISJVM,ISJVM,,,,,,,,,,,,,,,,,,,,,,X,0,0,,,,,,,,3:30:01,34
,55,,2051218,2051218,,,,,55,Doe_55,Matthew,1998,M,,,,,,,X,X,0,0,0,0,0,10:26:09,12:26:52,2:00:43,0,,,,0,11:34:11,13:05:59,1:31:48,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,770,,,,,,11,ISJVM,ISJVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:32:31,35
,69,,2037962,2037962,,,,,69,Doe_69,Deacon,2000,M,,,,,,,X,X,0,0,0,0,0,11:20:12,12:48:23,1:28:11,0,,,,0,10:40:11,12:50:27,2:10:16,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,769,,,,,,11,ISJVM,ISJVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:38:27,36
,35,,2068324,2068324,,,,,35,Doe_35,Justin,1997,M,,,,,,,X,X,0,0,0,0,0,12:48:10,14:58:20,2:10:10,0,,,,0,9:12:11,10:42:09,1:29:58,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,773,,,,,,11,ISJVM,ISJVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:40:08,37
,295,,2054193,2054193,,,,,295,Doe_295,Ethan,1998,M,,,,,,,X,X,0,0,0,0,0,12:44:09,14:40:28,1:56:19,0,,,,0,9:16:12,11:35:09,2:18:57,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,924,,,,,,11,ISJVM,ISJVM,,,,,,,,,,,,,,,,,,,,,,X,0,0,,,,,,,,4:15:16,38
,76,,2037963,2037963,,,,,76,Doe_76,Aaron,1999,M,,,,,,,X,X,0,0,0,0,0,11:02:11,13:16:56,2:14:45,0,,,,0,10:58:12,13:00:37,2:02:25,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,769,,,,,,11,ISJVM,ISJVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,4:17:10,39
,230,,2064892,2064892,,,,,230,Doe_230,Adesola,2000,M,,,,,,,X,X,0,0,0,0,0,10:10:06,13:01:49,2:51:43,0,,,,0,11:50:11,13:25:57,1:35:46,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,703,,,,,,11,ISJVM,ISJVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,4:27:29,40
,15,,2046708,2046708,,,,,15,Doe_15,Justin,1998,M,,,,,,,X,X,0,0,0,0,0,11:12:09,13:06:27,1:54:18,0,,,,0,10:48:18,13:25:19,2:37:01,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,753,,,,,,11,ISJVM,ISJVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,4:31:19,41
,66,,2037960,2037960,,,,,66,Doe_66,Michael,1998,M,,,,,,,X,X,0,0,0,0,0,10:56:09,13:18:21,2:22:12,0,,,,0,11:04:10,13:14:51,2:10:41,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,769,,,,,,11,ISJVM,ISJVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,4:32:53,42
,182,,420290,420290,,,,,182,Doe_182,Garrett,2000,M,,,,,,,X,X,0,0,0,0,0,11:58:10,14:02:31,2:04:21,0,,,,0,10:02:11,12:53:12,2:51:01,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,721,,,,,,11,ISJVM,ISJVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,4:55:22,43
,282,,2026267,2026267,,,,,282,Doe_282,Logan,2001,M,,,,,,,X,X,0,0,0,0,0,10:14:07,12:36:14,2:22:07,3,,,,0,11:46:08,13:25:56,1:39:48,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,708,,,,,,11,ISJVM,ISJVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,296,,2054194,2054194,,,,,296,Doe_296,Jesus,1997,M,,,,,,,X,X,0,0,0,0,0,12:38:08,13:56:07,1:17:59,3,,,,0,9:22:07,11:03:16,1:41:09,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,924,,,,,,11,ISJVM,ISJVM,,,,,,,,,,,,,,,,,,,,,,X,0,0,,,,,,,,,
,276,,348759,348759,,,,,276,Doe_276,Bruce,2000,M,,,,,,,X,X,0,0,0,0,0,10:54:14,12:47:57,1:53:43,3,,,,0,11:06:10,13:10:32,2:04:22,3,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,708,,,,,,11,ISJVM,ISJVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,160,,420285,420285,,,,,160,Doe_160,Samuel,1999,M,,,,,,,X,X,0,0,0,0,0,12:52:12,,,2,,,,0,9:08:11,10:32:08,1:23:57,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,721,,,,,,11,ISJVM,ISJVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,43,,2068299,2068299,,,,,43,Doe_43,Steven,1998,M,,,,,,,X,X,0,0,0,0,0,12:31:11,14:29:43,1:58:32,3,,,,0,9:30:09,10:42:11,1:12:02,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,773,,,,,,11,ISJVM,ISJVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,297,,2054195,2054195,,,,,297,Doe_297,Alexander,2000,M,,,,,,,X,X,0,0,0,0,0,12:26:10,14:57:07,2:30:57,3,,,,0,9:34:10,12:28:58,2:54:48,3,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,924,,,,,,11,ISJVM,ISJVM,,,,,,,,,,,,,,,,,,,,,,X,0,0,,,,,,,,,
,277,,341705,341705,,,,,277,Doe_277,Collin,2000,M,,,,,,,X,X,0,0,0,0,0,10:34:10,11:38:13,1:04:03,0,,,,0,11:26:26,13:10:32,1:44:06,2,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,708,,,,,,11,ISJVM,ISJVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,278,,2033263,2033263,,,,,278,Doe_278,Carlo,1998,M,,,,,,,X,X,0,0,0,0,0,10:46:10,12:27:05,1:40:55,3,,,,0,11:14:09,12:50:32,1:36:23,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,708,,,,,,11,ISJVM,ISJVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,206,,2092187,2092187,,,,,206,Doe_206,James,2000,M,,,,,,,X,X,0,0,0,0,0,11:10:09,12:32:03,1:21:54,3,,,,0,10:50:10,13:14:07,2:23:57,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,920,,,,,,11,ISJVM,ISJVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,172,,2068593,2068593,,,,,172,Doe_172,Andrew,1999,M,,,,,,,X,X,0,0,0,0,0,10:22:11,12:08:22,1:46:11,3,,,,0,11:48:13,13:02:42,1:14:29,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,721,,,,,,11,ISJVM,ISJVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,173,,420284,420284,,,,,173,Doe_173,Nicholas,2000,M,,,,,,,X,X,0,0,0,0,0,12:10:11,13:31:30,1:21:19,0,,,,0,9:50:12,11:15:41,1:25:29,3,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,721,,,,,,11,ISJVM,ISJVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,242,,2064530,2064530,,,,,242,Doe_242,Christopher,1999,M,,,,,,,X,X,0,0,0,0,0,11:56:09,13:52:25,1:56:16,3,,,,0,10:04:12,13:20:52,3:16:40,2,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,771,,,,,,11,ISJVM,ISJVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,36,,2068310,2068310,,,,,36,Doe_36,James,1998,M,,,,,,,X,X,0,0,0,0,0,12:24:11,14:25:11,2:01:00,3,,,,0,9:36:08,11:21:55,1:45:47,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,773,,,,,,11,ISJVM,ISJVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,287,,2054185,2054185,,,,,287,Doe_287,Max,1999,M,,,,,,,X,X,0,0,0,0,0,12:20:12,14:57:26,2:37:14,2,,,,0,9:40:11,12:03:56,2:23:45,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,924,,,,,,11,ISJVM,ISJVM,,,,,,,,,,,,,,,,,,,,,,X,0,0,,,,,,,,,
,170,,420287,420287,,,,,170,Doe_170,Garrett,2000,M,,,,,,,X,X,0,0,0,0,0,12:16:07,14:26:30,2:10:23,0,,,,0,9:44:06,11:21:37,1:37:31,3,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,721,,,,,,11,ISJVM,ISJVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,145,,2075717,2075717,,,,,145,Doe_145,Deavin,2000,M,,,,,,,X,X,0,0,0,0,0,11:42:10,14:00:03,2:17:53,0,,,,0,10:18:24,12:23:01,2:04:37,2,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,792,,,,,,11,ISJVM,ISJVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,30,,2068296,2068296,,,,,30,Doe_30,Conner,1998,M,,,,,,,X,X,0,0,0,0,0,12:36:11,15:17:33,2:41:22,3,,,,0,9:24:10,11:11:33,1:47:23,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,773,,,,,,11,ISJVM,ISJVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,263,,2037955,2037955,,,,,263,Doe_263,Michael,2000,M,,,,,,,X,X,0,0,0,0,0,10:20:09,12:24:39,2:04:30,3,,,,0,11:40:12,13:28:57,1:48:45,2,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,708,,,,,,11,ISJVM,ISJVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,164,,2092330,2092330,,,,,164,Doe_164,Damala,1999,M,,,,,,,X,X,0,0,0,0,0,12:46:10,13:56:48,1:10:38,0,,,,0,9:14:00,,,2,,,lost ecard,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,721,,,,,,11,ISJVM,ISJVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,176,,2092337,2092337,,,,,176,Doe_176,Taylor,1999,M,,,,,,,X,X,0,0,0,0,0,12:04:15,13:35:42,1:31:27,3,,,,0,9:56:13,11:20:26,1:24:13,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,721,,,,,,11,ISJVM,ISJVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,46,,2051284,2051284,,,,,46,Doe_46,William,2000,M,,,,,,,X,X,0,0,0,0,0,10:03:19,11:43:26,1:40:07,3,,,,0,11:56:11,13:34:44,1:38:33,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,770,,,,,,11,ISJVM,ISJVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,284,,2054182,2054182,,,,,284,Doe_284,Malcolm,1999,M,,,,,,,X,X,0,0,0,0,0,12:32:16,13:56:17,1:24:01,3,,,,0,9:28:10,11:20:32,1:52:22,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,924,,,,,,11,ISJVM,ISJVM,,,,,,,,,,,,,,,,,,,,,,X,0,0,,,,,,,,,
,131,,2033275,2033275,,,,,131,Doe_131,Aminah,1998,F,,,,,,,X,X,0,0,0,0,0,12:32:13,13:48:55,1:16:42,0,,,,0,9:28:11,10:30:51,1:02:40,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,728,,,,,,13,ISVF,ISVF,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:19:22,1
,125,,2092341,2092341,,,,,125,Doe_125,Alisia,1996,F,,,,,,,X,X,0,0,0,0,0,11:20:09,12:39:33,1:19:24,0,,,,0,10:40:11,11:50:14,1:10:03,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,728,,,,,,13,ISVF,ISVF,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:29:27,2
,17,,2046703,2046703,,,,,17,Doe_17,Taylor,1997,F,,,,,,,X,X,0,0,0,0,0,11:04:12,12:12:54,1:08:42,0,,,,0,10:56:12,12:21:12,1:25:00,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,753,,,,,,13,ISVF,ISVF,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:33:42,3
,121,,2064505,2064505,,,,,121,Doe_121,Brittany,1998,F,,,,,,,X,X,0,0,0,0,0,12:22:10,14:03:08,1:40:58,0,,,,0,9:38:10,10:51:57,1:13:47,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,728,,,,,,13,ISVF,ISVF,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:54:45,4
,146,,2075719,2075719,,,,,146,Doe_146,Haley,1998,F,,,,,,,X,X,0,0,0,0,0,12:08:08,13:35:39,1:27:31,0,,,,0,9:52:08,11:24:40,1:32:32,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,792,,,,,,13,ISVF,ISVF,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:00:03,5
,241,,2064523,2064523,,,,,241,Doe_241,Alissa,2001,F,,,,,,,X,X,0,0,0,0,0,11:28:12,13:17:48,1:49:36,0,,,,0,10:32:10,12:19:05,1:46:55,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,771,,,,,,13,ISVF,ISVF,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:36:31,6
,235,,2064519,2064519,,,,,235,Doe_235,Lacy,1998,F,,,,,,,X,X,0,0,0,0,0,12:20:11,14:25:02,2:04:51,0,,,,0,9:40:12,12:09:58,2:29:46,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,771,,,,,,13,ISVF,ISVF,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,4:34:37,7
,191,,2092183,2092183,,,,,191,Doe_191,Jamie,1998,F,,,,,,,X,X,0,0,0,0,0,11:40:09,14:17:35,2:37:26,3,,,,0,10:20:08,11:35:35,1:15:27,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,920,,,,,,13,ISVF,ISVF,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,29,,2068313,2068313,,,,,29,Doe_29,Madison,1998,F,,,,,,,X,X,0,0,0,0,0,12:46:11,14:47:36,2:01:25,3,,,,0,9:14:11,11:10:27,1:56:16,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,773,,,,,,13,ISVF,ISVF,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,239,,2064522,2064522,,,,,239,Doe_239,Dayzhana,1997,F,,,,,,,X,X,0,0,0,0,0,11:54:11,,,3,,,,0,10:06:15,12:19:56,2:13:41,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,771,,,,,,13,ISVF,ISVF,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,124,,9200474,9200474,,,,,124,Doe_124,Michael,1998,M,,,,,,,X,X,0,0,0,0,0,12:35:11,13:29:22,54:11,0,,,,0,9:25:10,10:21:43,56:33,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,728,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,1:50:44,1
,21,,2046702,2046702,,,,,21,Doe_21,Jordan,1997,M,,,,,,,X,X,0,0,0,0,0,11:07:11,12:05:25,58:14,0,,,,0,10:53:09,11:50:05,56:56,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,753,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,1:55:10,2
,101,,2033273,2033273,,,,,101,Doe_101,Isaac,1998,M,,,,,,,X,X,0,0,0,0,0,12:59:12,13:56:51,57:39,0,,,,0,9:01:14,10:01:24,1:00:10,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,728,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,1:57:49,3
,280,,2026269,2026269,,,,,280,Doe_280,Dylan,1999,M,,,,,,,X,X,0,0,0,0,0,11:03:12,12:13:31,1:10:19,0,,,,0,10:57:11,11:57:45,1:00:34,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,708,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:10:53,4
,152,,2075720,2075720,,,,,152,Doe_152,Gazaille,2000,M,,,,,,,X,X,0,0,0,0,0,12:07:14,13:16:01,1:08:47,0,,,,0,9:53:11,10:57:00,1:03:49,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,792,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:12:36,5
,126,,2033272,2033272,,,,,126,Doe_126,Andrew,1997,M,,,,,,,X,X,0,0,0,0,0,12:29:13,13:29:15,1:00:02,0,,,,0,9:31:11,10:48:50,1:17:39,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,728,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:17:41,6
,127,,2064502,2064502,,,,,127,Doe_127,Richard,1998,M,,,,,,,X,X,0,0,0,0,0,12:17:15,13:34:19,1:17:04,0,,,,0,9:43:11,10:51:53,1:08:42,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,728,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:25:46,7
,24,,2046705,2046705,,,,,24,Doe_24,Zachary,1998,M,,,,,,,X,X,0,0,0,0,0,11:01:10,12:31:06,1:29:56,0,,,,0,10:59:11,12:09:27,1:10:16,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,753,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:40:12,8
,26,,2068372,2068372,,,,,26,Doe_26,Steven,1998,M,,,,,,,X,X,0,0,0,0,0,12:49:10,14:07:01,1:17:51,0,,,,0,9:11:10,10:34:20,1:23:10,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,773,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:41:01,9
,153,,2092344,2092344,,,,,153,Doe_153,Jake,2000,M,,,,,,,X,X,0,0,0,0,0,12:01:15,13:33:25,1:32:10,0,,,,0,9:59:15,11:09:56,1:10:41,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,792,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:42:51,10
,142,,2092345,2092345,,,,,142,Doe_142,Adam,1998,M,,,,,,,X,X,0,0,0,0,0,11:55:12,13:17:53,1:22:41,0,,,,0,10:05:11,11:25:24,1:20:13,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,792,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:42:54,11
,245,,2064520,2064520,,,,,245,Doe_245,Zackary,1999,M,,,,,,,X,X,0,0,0,0,0,12:09:12,13:33:31,1:24:19,0,,,,0,9:51:12,11:11:22,1:20:10,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,771,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:44:29,12
,64,,2051291,2051291,,,,,64,Doe_64,David,1998,M,,,,,,,X,X,0,0,0,0,0,10:07:11,11:35:03,1:27:52,0,,,,0,11:53:11,13:10:12,1:17:01,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,751,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:44:53,13
,48,,2051283,2051283,,,,,48,Doe_48,Ryan,1998,M,,,,,,,X,X,0,0,0,0,0,10:03:11,11:39:35,1:36:24,0,,,,0,11:57:10,13:06:47,1:09:37,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,770,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:46:01,14
,102,,2064501,2064501,,,,,102,Doe_102,Anant,1998,M,,,,,,,X,X,0,0,0,0,0,12:53:14,14:25:33,1:32:19,0,,,,0,9:07:10,10:21:18,1:14:08,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,728,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:46:27,15
,192,,2092185,2092185,,,,,192,Doe_192,Josue,1997,M,,,,,,,X,X,0,0,0,0,0,11:31:13,13:02:38,1:31:25,0,,,,0,10:29:11,11:47:17,1:18:06,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,920,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:49:31,16
,53,,2051281,2051281,,,,,53,Doe_53,Joey,1998,M,,,,,,,X,X,0,0,0,0,0,10:13:09,11:46:05,1:32:56,0,,,,0,11:47:11,13:04:24,1:17:13,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,770,,,,,,15,ISVM,ISVM,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:50:09,17
